--------- beginning of main
09-10 12:06:42.024  3972  3989 I ArchitectureSpikeTest: Staging Qwen fixture (986048768 bytes)
09-10 12:09:38.897  3972  3989 I LlamaTranslationBridge: generate raw=[0] Mafia's tongue is cut off by the majority.\n[3] I'll show you my brain if you shoot my waist.\n[5] Ah, that...\n[4] ?\n[9] Are you...?\n[10] Are you a girl?\n[11] Oh, yes... but...\n[2] Are you the eye-catcher?\n[1] Ah\n[6] Stop it! Don't do this here!\n[8] ?\n[13] Show me your face.\n[15] Even if you close your eyes, you can be a trade partner...\n[14] ?\n[16] Just a little...!\n[12] Huh
09-10 12:09:38.900  3972  3989 I ArchitectureSpikeTest: Result engine=qwen_batch_grammar_ctx case=tojime-dense-action bubbles=17 durationMs=2767 pssKb=2184745 covered=17 sourceEchoes=1
09-10 12:09:38.900  3972  3989 I ArchitectureSpikeTest: RAW engine=qwen_batch_grammar_ctx case=tojime-dense-action raw=[0] Mafia's tongue is cut off by the majority.\n[3] I'll show you my brain if you shoot my waist.\n[5] Ah, that...\n[4] ?\n[9] Are you...?\n[10] Are you a girl?\n[11] Oh, yes... but...\n[2] Are you the eye-catcher?\n[1] Ah\n[6] Stop it! Don't do this here!\n[8] ?\n[13] Show me your face.\n[15] Even if you close your eyes, you can be a trade partner...\n[14] ?\n[16] Just a little...!\n[12] Huh
09-10 12:09:38.901  3972  3989 I ArchitectureSpikeTest: RESULT_JSON case=tojime-dense-action engine=qwen_batch_grammar_ctx json={"engine":"qwen_batch_grammar_ctx","translations":["Mafia's tongue is cut off by the majority.","Ah","Are you the eye-catcher?","I'll show you my brain if you shoot my waist.","?","Ah, that...","Stop it! Don't do this here!","...","?","Are you...?","Are you a girl?","Oh, yes... but...","Huh","Show me your face.","?","Even if you close your eyes, you can be a trade partner...","Just a little...!"]}
09-10 12:09:43.212  3972  3989 I LlamaJNI: Generation complete tokens=201 resultLength=797 durationMs=4312 sampleMs=10.76 grammarMs=19.00 grammarRejections=2 grammar=1
09-10 12:09:43.213  3972  3989 I LlamaBridge: generate completed status=success durationMs=4311 responseLength=797
09-10 12:09:43.213  3972  3989 I LlamaTranslationBridge: generate success promptLength=991 translatedLength=796 maxTokens=768 durationMs=4311
09-10 12:09:43.213  3972  3989 I LlamaTranslationBridge: generate raw=[3] This pitiful gangster...\n[0] There was a gangster who carried out the extermination of the Mafia from that city after revenge...\n[0] There was a gangster who carried out the extermination of the Mafia from that city after revenge...\n[3] This pitiful gangster...\n[1] The people who were afraid of his power...\n[4] Are still roving around as ghosts, killing bad guys...\n[5] Is he really like this...?\n[1] The people who were afraid of his power...\n[4] Are still roving around as ghosts, killing bad guys...\n[5] Is he really like this...?\n[2] He forced them to close their eyes and sew their eyelids shut, forcing them out of the city...\n[2] He forced them to close their eyes and sew their eyelids shut, forcing them out of the city...\n[4] Are still roving around as ghosts, killing bad guys...
09-10 12:09:43.216  3972  3989 I ArchitectureSpikeTest: Result engine=qwen_batch_grammar_ctx case=tojime-narration bubbles=6 durationMs=4311 pssKb=2184761 covered=6 sourceEchoes=0
09-10 12:09:43.217  3972  3989 I ArchitectureSpikeTest: RAW engine=qwen_batch_grammar_ctx case=tojime-narration raw=[3] This pitiful gangster...\n[0] There was a gangster who carried out the extermination of the Mafia from that city after revenge...\n[0] There was a gangster who carried out the extermination of the Mafia from that city after revenge...\n[3] This pitiful gangster...\n[1] The people who were afraid of his power...\n[4] Are still roving around as ghosts, killing bad guys...\n[5] Is he really like this...?\n[1] The people who were afraid of his power...\n[4] Are still roving around as ghosts, killing bad guys...\n[5] Is he really like this...?\n[2] He forced them to close their eyes and sew their eyelids shut, forcing them out of the city...\n[2] He forced them to close their eyes and sew their eyelids shut, forcing them out of the city...\n[4] Are still roving around as ghosts, killing bad guys...
09-10 12:09:43.217  3972  3989 I ArchitectureSpikeTest: RESULT_JSON case=tojime-narration engine=qwen_batch_grammar_ctx json={"engine":"qwen_batch_grammar_ctx","translations":["There was a gangster who carried out the extermination of the Mafia from that city after revenge...","The people who were afraid of his power...","He forced them to close their eyes and sew their eyelids shut, forcing them out of the city...","This pitiful gangster...","Are still roving around as ghosts, killing bad guys...","Is he really like this...?"]}
09-10 12:09:44.925  3972  3989 I LlamaJNI: Generation complete tokens=10 resultLength=24 durationMs=1708 sampleMs=0.63 grammarMs=23.88 grammarRejections=2 grammar=1
09-10 12:09:44.925  3972  3989 I LlamaBridge: generate completed status=success durationMs=1708 responseLength=24
09-10 12:09:44.925  3972  3989 I LlamaTranslationBridge: generate success promptLength=1192 translatedLength=22 maxTokens=768 durationMs=1708
09-10 12:09:44.925  3972  3989 I LlamaTranslationBridge: generate raw=[0] Am I the only one?
09-10 12:09:44.928  3972  3989 I ArchitectureSpikeTest: Result engine=qwen_batch_grammar_ctx case=tojime-p35 bubbles=1 durationMs=1708 pssKb=2195033 covered=1 sourceEchoes=0
09-10 12:09:44.928  3972  3989 I ArchitectureSpikeTest: RAW engine=qwen_batch_grammar_ctx case=tojime-p35 raw=[0] Am I the only one?
09-10 12:09:44.928  3972  3989 I ArchitectureSpikeTest: RESULT_JSON case=tojime-p35 engine=qwen_batch_grammar_ctx json={"engine":"qwen_batch_grammar_ctx","translations":["Am I the only one?"]}
09-10 12:09:45.371  3972  3989 I LlamaJNI: Generation complete tokens=14 resultLength=27 durationMs=444 sampleMs=0.84 grammarMs=23.13 grammarRejections=2 grammar=1
09-10 12:09:45.372  3972  3989 I LlamaBridge: generate completed status=success durationMs=444 responseLength=27
09-10 12:09:45.372  3972  3989 I LlamaTranslationBridge: generate success promptLength=185 translatedLength=26 maxTokens=768 durationMs=444
09-10 12:09:45.372  3972  3989 I LlamaTranslationBridge: generate raw=[1] Old hawk\n[0] Eyed Sila
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: Result engine=qwen_batch_grammar_ctx case=tojime-sparse-title bubbles=2 durationMs=444 pssKb=2196665 covered=2 sourceEchoes=0
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: RAW engine=qwen_batch_grammar_ctx case=tojime-sparse-title raw=[1] Old hawk\n[0] Eyed Sila
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: RESULT_JSON case=tojime-sparse-title engine=qwen_batch_grammar_ctx json={"engine":"qwen_batch_grammar_ctx","translations":["Eyed Sila","Old hawk"]}
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=balloon-dense-dialogue engine=qwen_perline bubbles=16 durationMs=4153 peakPssKb=2121211 success=true sourceEchoes=1
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=balloon-mixed-dialogue engine=qwen_perline bubbles=12 durationMs=6959 peakPssKb=2121003 success=true sourceEchoes=1
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=balloon-p28 engine=qwen_perline bubbles=12 durationMs=3225 peakPssKb=2121147 success=true sourceEchoes=0
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=bourei-dense-emotional engine=qwen_perline bubbles=16 durationMs=5417 peakPssKb=2121387 success=true sourceEchoes=0
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=bourei-p04 engine=qwen_perline bubbles=8 durationMs=3228 peakPssKb=2121979 success=true sourceEchoes=0
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=bourei-p30 engine=qwen_perline bubbles=6 durationMs=2334 peakPssKb=2122075 success=true sourceEchoes=0
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=bourei-sparse-single engine=qwen_perline bubbles=1 durationMs=223 peakPssKb=2122171 success=true sourceEchoes=0
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=rasetugari-action-fantasy engine=qwen_perline bubbles=8 durationMs=4035 peakPssKb=2123403 success=true sourceEchoes=0
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=rasetugari-p19 engine=qwen_perline bubbles=6 durationMs=2171 peakPssKb=2121643 success=true sourceEchoes=0
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=rasetugari-p35 engine=qwen_perline bubbles=7 durationMs=2152 peakPssKb=2121707 success=true sourceEchoes=0
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=tencho-p21 engine=qwen_perline bubbles=13 durationMs=6821 peakPssKb=2121899 success=true sourceEchoes=0
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=tencho-p27 engine=qwen_perline bubbles=9 durationMs=4211 peakPssKb=2122107 success=true sourceEchoes=0
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=tencho-p33 engine=qwen_perline bubbles=7 durationMs=1609 peakPssKb=2122123 success=true sourceEchoes=0
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=tojime-dense-action engine=qwen_perline bubbles=17 durationMs=4475 peakPssKb=2122299 success=true sourceEchoes=1
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=tojime-narration engine=qwen_perline bubbles=6 durationMs=4828 peakPssKb=2122395 success=true sourceEchoes=0
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=tojime-p35 engine=qwen_perline bubbles=1 durationMs=232 peakPssKb=2122427 success=true sourceEchoes=0
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=tojime-sparse-title engine=qwen_perline bubbles=2 durationMs=548 peakPssKb=2121435 success=true sourceEchoes=0
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=balloon-dense-dialogue engine=qwen_batch bubbles=16 durationMs=2667 peakPssKb=2144074 success=true sourceEchoes=1
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=balloon-mixed-dialogue engine=qwen_batch bubbles=12 durationMs=5012 peakPssKb=2160474 success=true sourceEchoes=1
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=balloon-p28 engine=qwen_batch bubbles=12 durationMs=2056 peakPssKb=2160586 success=true sourceEchoes=0
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=bourei-dense-emotional engine=qwen_batch bubbles=16 durationMs=3282 peakPssKb=2160762 success=true sourceEchoes=0
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=bourei-p04 engine=qwen_batch bubbles=8 durationMs=1886 peakPssKb=2160890 success=true sourceEchoes=0
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=bourei-p30 engine=qwen_batch bubbles=6 durationMs=1508 peakPssKb=2160954 success=true sourceEchoes=0
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=bourei-sparse-single engine=qwen_batch bubbles=1 durationMs=253 peakPssKb=2160970 success=true sourceEchoes=1
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=rasetugari-action-fantasy engine=qwen_batch bubbles=8 durationMs=2936 peakPssKb=2161146 success=true sourceEchoes=0
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=rasetugari-p19 engine=qwen_batch bubbles=6 durationMs=1356 peakPssKb=2161225 success=true sourceEchoes=0
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=rasetugari-p35 engine=qwen_batch bubbles=7 durationMs=1144 peakPssKb=2161401 success=true sourceEchoes=0
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=tencho-p21 engine=qwen_batch bubbles=13 durationMs=4138 peakPssKb=2160841 success=true sourceEchoes=0
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=tencho-p27 engine=qwen_batch bubbles=9 durationMs=2520 peakPssKb=2160985 success=true sourceEchoes=0
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=tencho-p33 engine=qwen_batch bubbles=7 durationMs=791 peakPssKb=2161033 success=true sourceEchoes=0
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=tojime-dense-action engine=qwen_batch bubbles=17 durationMs=2408 peakPssKb=2161177 success=true sourceEchoes=1
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=tojime-narration engine=qwen_batch bubbles=6 durationMs=3203 peakPssKb=2161305 success=true sourceEchoes=0
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=tojime-p35 engine=qwen_batch bubbles=1 durationMs=183 peakPssKb=2161337 success=true sourceEchoes=1
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=tojime-sparse-title engine=qwen_batch bubbles=2 durationMs=368 peakPssKb=2161353 success=true sourceEchoes=0
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=balloon-dense-dialogue engine=qwen_batch_grammar bubbles=16 durationMs=3892 peakPssKb=2166425 success=true sourceEchoes=1
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=balloon-mixed-dialogue engine=qwen_batch_grammar bubbles=12 durationMs=4976 peakPssKb=2177177 success=true sourceEchoes=1
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=balloon-p28 engine=qwen_batch_grammar bubbles=12 durationMs=2022 peakPssKb=2168073 success=true sourceEchoes=0
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=bourei-dense-emotional engine=qwen_batch_grammar bubbles=16 durationMs=4097 peakPssKb=2176425 success=true sourceEchoes=0
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=bourei-p04 engine=qwen_batch_grammar bubbles=8 durationMs=2284 peakPssKb=2177561 success=true sourceEchoes=0
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=bourei-p30 engine=qwen_batch_grammar bubbles=6 durationMs=2396 peakPssKb=2177721 success=true sourceEchoes=0
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=bourei-sparse-single engine=qwen_batch_grammar bubbles=1 durationMs=443 peakPssKb=2177625 success=true sourceEchoes=0
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=rasetugari-action-fantasy engine=qwen_batch_grammar bubbles=8 durationMs=3019 peakPssKb=2176745 success=true sourceEchoes=0
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=rasetugari-p19 engine=qwen_batch_grammar bubbles=6 durationMs=1315 peakPssKb=2167529 success=true sourceEchoes=0
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=rasetugari-p35 engine=qwen_batch_grammar bubbles=7 durationMs=1168 peakPssKb=2177449 success=true sourceEchoes=0
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=tencho-p21 engine=qwen_batch_grammar bubbles=13 durationMs=4335 peakPssKb=2166281 success=true sourceEchoes=0
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=tencho-p27 engine=qwen_batch_grammar bubbles=9 durationMs=3366 peakPssKb=2177625 success=true sourceEchoes=0
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=tencho-p33 engine=qwen_batch_grammar bubbles=7 durationMs=1926 peakPssKb=2178393 success=true sourceEchoes=1
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=tojime-dense-action engine=qwen_batch_grammar bubbles=17 durationMs=2534 peakPssKb=2167529 success=true sourceEchoes=1
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=tojime-narration engine=qwen_batch_grammar bubbles=6 durationMs=3261 peakPssKb=2165561 success=true sourceEchoes=0
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=tojime-p35 engine=qwen_batch_grammar bubbles=1 durationMs=354 peakPssKb=2177529 success=true sourceEchoes=0
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=tojime-sparse-title engine=qwen_batch_grammar bubbles=2 durationMs=392 peakPssKb=2177545 success=true sourceEchoes=0
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=balloon-dense-dialogue engine=qwen_batch_grammar_ctx bubbles=16 durationMs=3389 peakPssKb=2177737 success=true sourceEchoes=1
09-10 12:09:45.375  3972  3989 I ArchitectureSpikeTest: TIMING case=balloon-mixed-dialogue engine=qwen_batch_grammar_ctx bubbles=12 durationMs=0 peakPssKb=2177849 success=true sourceEchoes=12
